species,pu,amount
21,1550,62.56826333
22,1550,4.015393555
23,1550,67.745127881
24,1550,124.29648042
21,1551,272.008138037
21,1552,322.93278584
21,1553,636.625020068
23,1553,39.604938916
24,1553,36.331119922
15,1554,100.941511963
16,1554,300.668151465
23,1554,244.915304883
24,1554,6.640380859
15,1555,262.161708594
16,1555,469.550556006
23,1555,0.684691406
24,1555,183.417834082
23,1556,6.470777539
24,1556,111.49220459
23,1557,39.991430469
24,1557,413.272568164
14,1558,107.60931958
23,1558,0.684691406
24,1558,126.028822754
14,1559,21.824877881
14,1560,91.378070313
15,1560,94.984782227
16,1560,54.649512939
15,1561,99.540574219
16,1561,73.863301123
10,1562,2299.103215283
15,1562,1.36938291
16,1562,474.14900957
10,1563,4156.921938086
15,1563,183.542670557
16,1563,268.946791943
10,1564,1982.936584961
15,1564,517.755265527
16,1564,181.19274209
10,1565,2716.736970313
15,1565,0.594169873
16,1565,36.244696631
17,1571,231.602116211
18,1571,262.80662168
19,1571,266.604765283
20,1571,200.155846484
17,1572,48.644048926
18,1572,314.401013184
19,1572,30.930903076
20,1572,37.539940869
17,1573,132.431455664
18,1573,396.850116943
19,1573,100.691113574
20,1573,235.083956201
17,1574,585.204659912
18,1574,342.263319434
19,1574,346.604282373
20,1574,446.426501025
17,1575,175.442694482
18,1575,569.26945332
19,1575,612.900852588
20,1575,766.317044385
17,1576,230.517103223
18,1576,477.786299414
19,1576,357.7305979
20,1576,249.661100977
17,1577,92.163822119
18,1577,13.692630078
19,1577,16.817871582
22,1577,355.849109473
23,1577,314.779463916
24,1577,115.304191748
21,1578,313.827755371
21,1579,367.860577002
21,1580,42.632431201
15,1581,199.142092383
16,1581,87.718462891
21,1581,76.252808789
23,1581,105.167153271
24,1581,1161.940702979
15,1582,97.001384082
16,1582,111.495798975
15,1583,262.639213184
16,1583,150.450357764
23,1583,1
24,1583,168.182557471
23,1584,36.348300244
24,1584,199.951003223
23,1585,15.457787939
24,1585,374.293238623
14,1586,305.060386279
14,1587,583.410616064
16,1587,322.901650195
15,1588,68.961218457
16,1588,16.561963818
15,1589,189.082710938
16,1589,83.034565039
10,1590,4156.921938232
15,1590,26.197650146
16,1590,2.809080225
10,1591,1559.814586377
15,1591,86.72013291
16,1591,197.503686426
10,1592,1542.51538623
15,1592,10.694455322
16,1592,193.182297119
10,1593,38.304803662
15,1593,71.417711377
17,1598,27.805877734
18,1598,44.218047168
19,1598,27.479903369
20,1598,52.85831709
17,1599,85.361250488
18,1599,435.192367773
19,1599,383.589585107
20,1599,105.373496484
17,1600,18.893798242
18,1600,63.820707324
19,1600,22.125551367
20,1600,22.918612158
17,1601,18.211964551
18,1601,156.852434277
19,1601,1.537105322
20,1601,48.294963477
17,1602,216.109337061
18,1602,192.293273828
19,1602,459.886410938
20,1602,348.03696665
17,1603,172.235150439
18,1603,409.332846973
19,1603,225.944641357
20,1603,167.891315869
17,1604,110.632917627
18,1604,579.527704395
19,1604,92.679492383
20,1604,105.616147021
22,1604,21.477017041
23,1604,9.896269922
21,1605,150.481473535
22,1605,26.934910645
23,1605,152.951485107
24,1605,75.02817832
21,1606,233.882604639
21,1607,185.774245605
21,1608,40.807399756
15,1609,214.977732275
16,1609,48.678746191
15,1610,326.080046582
16,1610,103.183860449
15,1611,670.581830518
16,1611,582.174536133
23,1611,1.735878076
24,1611,234.604884814
15,1612,3.686753027
16,1612,13.185244824
23,1612,8.883217773
24,1612,336.162311377
14,1613,25.318480664
15,1613,4.855304688
16,1613,11.001294385
23,1613,1.640380859
24,1613,30.925140527
14,1614,344.757702588
15,1614,16.321536475
16,1614,485.125801221
15,1615,20.693663232
16,1615,28.678784131
15,1616,85.078560596
16,1616,5.465096777
10,1617,3632.280723779
15,1617,37.282032617
16,1617,458.277559619
10,1618,4156.921938184
15,1618,74.754655811
16,1618,212.658608154
10,1620,2593.004317139
15,1620,11.795287061
16,1620,52.979340723
17,1626,277.071006982
18,1626,397.966833447
19,1626,182.086451611
20,1626,219.40461377
17,1627,21.687610791
18,1627,138.613409863
19,1627,82.313371631
20,1627,28.741108105
17,1628,250.283801318
18,1628,306.344913818
19,1628,105.439500879
20,1628,185.094846729
17,1629,170.133055518
18,1629,287.027034424
19,1629,272.774539746
20,1629,405.72243335
17,1630,408.228356592
18,1630,446.794270801
19,1630,401.566160254
20,1630,225.87184585
17,1631,381.528972314
18,1631,591.426923682
19,1631,316.958813232
20,1631,528.078792725
17,1632,8.470741064
18,1632,217.116878809
19,1632,30.660255811
20,1632,45.539851953
22,1632,223.845848682
23,1632,12.618967822
24,1632,43.984495459
21,1633,115.609308301
21,1634,97.276200879
21,1635,77.473758594
15,1636,230.051154541
16,1636,28.524182813
21,1636,43.056921191
15,1637,311.228649365
16,1637,493.3217146
15,1638,596.271828613
16,1638,420.198512109
15,1639,1385.953802441
16,1639,384.171350488
23,1639,0.640380859
24,1639,274.883648877
15,1640,129.576927295
16,1640,396.770884521
23,1640,29.234780615
24,1640,45.815045361
14,1641,0.200237012
15,1641,73.661253809
16,1641,206.459993848
14,1642,91.127091016
15,1642,166.072084668
16,1642,166.511771045
15,1643,178.73730127
16,1643,21.775180811
10,1644,1634.480642432
15,1644,194.357795361
16,1644,5.225783252
10,1645,4156.921938184
16,1645,16.183916748
10,1646,350.610037793
15,1646,14.379146875
16,1646,35.357481104
10,1647,414.355064502
15,1647,2.952179395
17,1653,9.39315918
18,1653,4.328765674
19,1653,17.764319092
20,1653,7.650134082
17,1654,109.673366943
18,1654,651.305543652
19,1654,385.007668604
20,1654,288.91030293
17,1655,197.171789502
18,1655,416.076849023
19,1655,132.800533252
20,1655,187.019605957
17,1656,39.90371582
18,1656,23.854600146
19,1656,54.585641553
20,1656,185.921339404
17,1657,179.383501074
18,1657,448.534333203
19,1657,230.585332568
20,1657,190.798874658
17,1658,374.872929297
18,1658,317.600305811
19,1658,400.456056396
20,1658,367.686410986
17,1659,302.159501807
18,1659,566.186186621
19,1659,159.577221143
20,1659,86.452595752
17,1660,774.7218979
18,1660,250.038791455
19,1660,100.843876563
20,1660,67.068679883
21,1660,56.281029785
22,1660,128.15690835
23,1660,31.268108057
24,1660,65.029955371
21,1661,115.143935645
21,1662,306.874539355
21,1663,87.762377441
15,1664,513.608129102
16,1664,124.953523145
15,1665,635.486729932
16,1665,74.7310979
15,1666,1244.974998291
16,1666,1060.860710059
15,1667,73.025625195
16,1667,209.016103955
15,1668,152.623694824
16,1668,62.283383594
15,1669,261.161718018
16,1669,97.267374951
15,1670,436.733467773
16,1670,145.893721045
10,1671,691.182079541
15,1671,33.24885166
16,1671,7.97853999
10,1672,4156.921938232
15,1672,129.448953564
16,1672,50.579032178
10,1673,1741.557525391
15,1673,19.159300488
16,1673,79.459627441
10,1675,3064.164648096
15,1675,85.074371777
16,1675,74.016077637
17,1681,258.519466016
18,1681,343.73246001
19,1681,407.913068604
20,1681,140.263997168
17,1682,74.215327148
18,1682,406.145382666
19,1682,306.24300083
20,1682,215.232942236
17,1683,159.379451074
18,1683,340.11384668
19,1683,63.296890771
20,1683,44.100556445
17,1684,104.152090381
18,1684,61.332950635
19,1684,294.790971045
20,1684,192.567797168
17,1685,458.992104932
18,1685,490.529451953
19,1685,351.21244209
20,1685,214.233950537
17,1686,400.724489893
18,1686,739.971933936
19,1686,341.439121289
20,1686,536.192337451
17,1687,417.054680078
18,1687,517.502980371
19,1687,98.354036719
20,1687,241.809981104
18,1688,38.07387583
19,1688,2.178957422
20,1688,85.718498486
21,1688,173.111220264
21,1689,119.563459473
21,1690,1
15,1691,19.84900874
16,1691,4.640380957
15,1692,355.975902197
16,1692,297.012125586
15,1693,378.259105127
16,1693,534.429609814
15,1694,229.220860352
16,1694,841.467906738
15,1695,371.544037354
16,1695,25.060864941
15,1696,665.626187891
16,1696,160.644655762
15,1697,200.928016748
16,1697,177.637056592
10,1698,117.192947949
15,1698,385.733852393
16,1698,11.231999023
10,1699,4156.921938086
15,1699,52.925414795
16,1699,24.202074219
10,1700,4113.499915088
15,1700,58.507040283
16,1700,49.96882041
10,1702,1261.920951953
15,1702,4.054074316
16,1702,14.169043164
19,1708,4.100692432
20,1708,24.126479736
17,1709,50.530614551
18,1709,273.535243945
19,1709,186.398364355
20,1709,2.681585498
17,1710,83.914997021
18,1710,487.975922266
19,1710,226.859835352
20,1710,54.97894292
17,1711,8.206043311
18,1711,19.932883936
19,1711,21.268114648
20,1711,31.715090723
17,1712,174.573836084
18,1712,430.100089404
19,1712,150.599388867
20,1712,83.298383691
17,1713,297.946586182
18,1713,526.514929004
19,1713,378.456716113
20,1713,471.834821045
17,1714,231.922781934
18,1714,525.286852881
19,1714,236.099306445
20,1714,281.721369434
17,1715,81.211002441
18,1715,329.999946045
19,1715,111.457761572
20,1715,112.631443164
21,1716,123.124918213
21,1717,1.197325391
15,1718,1.109616699
21,1718,44.454527637
15,1719,299.042851025
16,1719,270.489374854
15,1720,147.000497607
16,1720,454.200240869
15,1721,255.477178223
16,1721,306.472552539
15,1722,633.238834033
16,1722,216.928367285
15,1723,242.503242285
16,1723,397.515980273
15,1724,475.172898145
16,1724,140.39610166
15,1725,200.327825586
16,1725,246.850629346
10,1726,4068.06192041
15,1726,558.770995557
16,1726,1.714251074
10,1727,4156.921938232
15,1727,150.262858887
16,1727,99.353235352
10,1728,190.474512109
15,1728,11.512589746
16,1728,20.435609131
10,1730,1277.766575781
15,1730,0.999999902
17,1736,250.128061084
18,1736,470.785239746
19,1736,172.881281494
20,1736,250.544461719
17,1737,48.764765234
18,1737,398.294162842
19,1737,334.065354248
20,1737,126.252148828
17,1738,54.49005625
18,1738,515.287087939
19,1738,204.366063086
20,1738,111.715821436
17,1739,114.201920166
18,1739,91.849370361
19,1739,27.833409082
20,1739,278.525822363
17,1740,851.564739355
18,1740,429.338838867
19,1740,294.855624268
20,1740,287.232891113
17,1741,665.706267725
18,1741,440.019991064
19,1741,321.914201563
20,1741,322.75763623
17,1742,258.299400244
18,1742,274.637619775
19,1742,308.162942676
20,1742,280.836559521
17,1743,40.653476514
18,1743,299.340851904
19,1743,117.940059424
20,1743,31.393309473
21,1743,108.267213721
21,1744,217.06437251
21,1745,20.324896289
15,1746,48.404541943
16,1746,73.904441211
15,1747,213.642280664
16,1747,460.692313477
15,1748,517.646736182
16,1748,522.301062402
15,1749,681.605976367
16,1749,98.02452417
15,1750,427.931793457
16,1750,793.369411719
15,1751,390.088769678
16,1751,361.425488037
15,1752,114.769215234
16,1752,555.704150684
10,1753,2228.066097607
15,1753,330.271822705
16,1753,4.734853418
10,1754,4156.921938184
15,1754,42.640711768
16,1754,546.359489258
10,1755,3186.956762744
15,1755,374.386969678
16,1755,294.551494678
10,1757,30.128839795
15,1757,123.760013428
16,1757,240.931677344
18,1763,2
19,1763,1
20,1763,16.316405273
17,1764,14.293754199
18,1764,229.990392725
19,1764,72.148257422
20,1764,45.204545996
17,1765,4.65625
18,1765,84.719563721
19,1765,155.735795654
20,1765,7.828124902
17,1766,37.493904102
18,1766,380.002769287
19,1766,95.880475342
20,1766,51.121059033
17,1767,170.029545361
18,1767,610.827347705
19,1767,147.590920508
20,1767,152.87333877
17,1768,449.21036416
18,1768,522.582119922
19,1768,179.762941797
20,1768,394.635138281
17,1769,462.709030615
18,1769,510.491598438
19,1769,367.094502002
20,1769,360.712482227
17,1770,176.561367334
18,1770,190.117215723
19,1770,241.297156787
20,1770,30.610643066
21,1771,189.160077832
21,1772,121.378999268
21,1773,27.024825342
15,1774,28.267273975
16,1774,393.256318555
15,1775,463.640728467
16,1775,135.859163525
15,1776,181.717036377
16,1776,70.862600879
15,1777,1468.329381396
16,1777,71.402007471
15,1778,142.34650542
16,1778,447.713835107
15,1779,293.310941748
16,1779,356.879737012
15,1780,315.690100732
16,1780,37.380804736
10,1781,4156.921938135
15,1781,10.963372363
16,1781,35.730607031
10,1782,4051.557346289
15,1782,465.16395835
16,1782,168.804460693
10,1783,115.716289844
15,1783,9.047984424
16,1783,9.823089404
15,1785,95.732757373
17,1791,37.753704199
18,1791,221.324388672
19,1791,224.181972656
20,1791,24.963081445
17,1792,362.465133887
18,1792,380.486903613
19,1792,190.438795068
20,1792,98.184146777
17,1793,174.581105176
18,1793,239.82756665
19,1793,429.963741504
20,1793,145.302886572
17,1794,8.984853125
18,1794,215.727158545
19,1794,62.904554736
20,1794,77.903119043
17,1795,109.349162939
18,1795,788.593106299
19,1795,271.033273682
20,1795,175.199129395
17,1796,358.131429834
18,1796,684.790338623
19,1796,430.044935547
20,1796,307.937494238
17,1797,362.382805908
18,1797,557.871197949
19,1797,274.879132813
20,1797,277.521224414
17,1798,52.015082275
18,1798,237.735121338
19,1798,228.958837598
20,1798,93.182269873
21,1798,65.599477881
21,1799,132.219741602
21,1800,2.85200166
15,1801,96.122967432
16,1801,11.429895703
15,1802,86.53342124
16,1802,534.283066895
15,1803,528.437657373
16,1803,128.101871094
15,1804,232.501075195
16,1804,544.830390918
15,1805,273.462043555
16,1805,259.450218799
15,1806,293.59153667
16,1806,49.181368896
15,1807,385.445301367
16,1807,399.896940479
10,1808,3293.349374756
15,1808,200.28995249
16,1808,82.085860254
10,1809,4156.921938184
15,1809,15.255172754
10,1810,2223.514488135
15,1810,997.486240771
16,1810,182.10558335
15,1812,0.438152002
17,1819,18.133287598
18,1819,196.205136475
19,1819,153.57805542
20,1819,28.847569336
17,1820,0.684680957
18,1820,17.202905859
19,1820,52.302967236
20,1820,0.444988574
17,1821,206.199249951
18,1821,648.404186719
19,1821,209.348592188
20,1821,50.91208291
17,1822,226.933547314
18,1822,337.666449658
19,1822,168.223859473
20,1822,101.264098926
17,1823,45.948606836
18,1823,697.763207129
19,1823,441.781038184
20,1823,376.263989453
17,1824,334.083884473
18,1824,488.237603271
19,1824,284.60212251
20,1824,356.746024121
17,1825,310.416312354
18,1825,119.299307764
19,1825,186.492990527
20,1825,445.492978418
21,1826,442.922053857
21,1827,133.623839844
15,1829,134.452816113
16,1829,329.088922412
15,1830,383.880744629
16,1830,599.647045068
15,1831,76.76496001
16,1831,273.2361875
15,1832,100.573415625
16,1832,349.973958301
15,1833,447.067736865
16,1833,146.226187256
15,1834,177.790142188
16,1834,25.301218604
10,1835,614.861988525
15,1835,76.300114697
16,1835,1.395263721
10,1836,4156.921938232
15,1836,16.18901001
16,1836,9.556396484
10,1837,4156.921938086
15,1837,259.791030957
16,1837,271.864538037
19,1846,0.078364209
17,1847,224.070588037
18,1847,285.116871631
19,1847,159.50836665
20,1847,20.697865771
17,1848,475.702075244
18,1848,305.538175977
19,1848,366.289502441
20,1848,34.944195654
17,1849,435.340397852
18,1849,511.418090039
19,1849,176.434279883
20,1849,196.129336719
17,1850,349.404706738
18,1850,781.972051514
19,1850,192.950277393
20,1850,285.91625791
17,1851,224.821677148
18,1851,382.361010547
19,1851,224.706787061
20,1851,253.967820557
17,1852,80.577197412
18,1852,198.348230176
19,1852,252.172260547
20,1852,471.245672412
17,1853,16.872841699
18,1853,138.304900537
19,1853,409.269111621
20,1853,129.228048682
21,1853,3.000000098
21,1854,201.773178711
21,1855,24.455462646
15,1856,425.934007178
16,1856,9.381377686
15,1857,284.877755762
16,1857,235.040003174
15,1858,163.627610791
16,1858,20.234338428
15,1859,276.299394336
16,1859,414.444907813
15,1860,499.056011133
16,1860,187.149949902
15,1861,177.242220459
16,1861,17.808999854
10,1862,286.649772754
15,1862,577.681934961
16,1862,32.855228223
10,1863,4156.921938135
15,1863,1.325072314
16,1863,5.562662109
10,1864,4156.921938184
15,1864,10.629614551
16,1864,125.930747266
10,1865,2007.456002783
15,1865,84.025400195
16,1865,190.77690791
17,1874,51.723010938
18,1874,199.028241357
19,1874,106.031643164
20,1874,5.071724902
17,1875,193.086749316
18,1875,410.701188623
19,1875,242.960891943
20,1875,134.837881836
17,1876,110.008896875
18,1876,472.140297021
19,1876,325.739683105
20,1876,252.453163916
17,1877,270.91029082
18,1877,421.795666455
19,1877,175.119743848
20,1877,272.524130322
17,1878,312.967028223
18,1878,719.534314697
19,1878,264.600989307
20,1878,362.596237256
17,1879,87.117880713
18,1879,420.614214111
19,1879,131.714042822
20,1879,53.384122168
17,1880,246.664990479
18,1880,155.341094287
19,1880,95.144133936
20,1880,157.004988916
18,1881,0.149965869
19,1881,1.195470947
20,1881,1.127863379
21,1881,319.373041992
21,1882,220.168246045
21,1883,11.757955225
15,1884,109.564407715
16,1884,33.043564209
15,1885,143.032712793
16,1885,224.778369971
15,1886,1344.407251611
16,1886,122.498780957
15,1887,65.405710986
16,1887,347.161133691
15,1888,447.524515381
16,1888,316.081028809
10,1889,236.616454688
15,1889,2.034684766
16,1889,21.919403516
10,1890,4115.20192666
15,1890,21.645074268
16,1890,2.365470752
10,1891,4156.921938135
15,1891,22.629232959
16,1891,132.167963086
10,1892,4053.911062012
15,1892,641.730935986
16,1892,126.446318262
17,1902,223.480581689
18,1902,509.025473828
19,1902,372.90596084
20,1902,81.227436865
17,1903,295.425893506
18,1903,526.142279932
19,1903,432.560383301
20,1903,123.222135254
17,1904,159.787826416
18,1904,596.666079053
19,1904,85.39047334
20,1904,252.258954834
17,1905,353.585215088
18,1905,413.153173193
19,1905,584.630502686
20,1905,46.038539014
17,1906,154.62801626
18,1906,492.404618799
19,1906,153.367043213
20,1906,88.230652734
17,1907,13.509791992
18,1907,114.738199707
19,1907,39.468077881
20,1907,243.727358105
17,1908,91.168116504
18,1908,310.790178564
19,1908,170.581709961
20,1908,161.310401563
21,1909,304.72587583
21,1910,172.950648486
15,1911,338.852077295
16,1911,356.059508203
15,1912,680.510855176
16,1912,9.485601172
15,1913,8.053790723
16,1913,243.121255664
15,1914,35.112031836
16,1914,243.864016602
15,1915,116.682225488
16,1915,393.541182129
10,1916,998.956923535
15,1916,3006.130862109
16,1916,34.299244775
10,1917,4048.598325
15,1917,8.797476123
16,1917,0.004370508
10,1918,4156.921938184
15,1918,11.942157813
16,1918,1.952187842
10,1919,3635.119535059
15,1919,337.596034863
16,1919,210.734737939
10,1920,723.816043018
15,1920,65.202034668
16,1920,29.270557422
17,1929,104.497288721
18,1929,225.244502588
19,1929,106.955212646
20,1929,32.403136426
17,1930,148.938339014
18,1930,285.564130811
19,1930,332.420340918
20,1930,43.888627881
17,1931,259.358526221
18,1931,386.363555078
19,1931,401.616239746
20,1931,76.632368262
17,1932,6.163442334
18,1932,271.280366309
19,1932,18.779148047
20,1932,22.935310791
17,1933,116.793586816
18,1933,460.411952539
19,1933,268.141809961
20,1933,123.637810498
17,1934,458.439700732
18,1934,479.854747168
19,1934,33.710967578
20,1934,13.281635645
17,1935,213.509862549
18,1935,305.49382417
19,1935,112.237661133
20,1935,97.925476514
21,1936,171.732503174
21,1937,128.566622656
21,1938,305.864300244
15,1939,224.687562695
16,1939,44.902513184
15,1940,326.92346748
16,1940,191.053992285
10,1941,250.17574585
15,1941,1499.664455176
16,1941,256.981614404
10,1942,1170.423724365
15,1942,126.569378662
16,1942,512.043978076
10,1943,2504.743047461
15,1943,794.46308916
16,1943,1143.413201465
10,1944,4073.472761768
15,1944,5.000000098
16,1944,39.743100439
10,1945,4156.921938086
15,1945,62.259285693
16,1945,81.2655604
10,1946,4156.921938184
15,1946,134.273603223
16,1946,223.226269531
10,1947,827.088295313
15,1947,43.925266748
16,1947,57.755101953
15,1948,26.672687256
16,1948,26.213344238
17,1957,376.000089795
18,1957,331.773792725
19,1957,108.160014063
20,1957,14.325061816
17,1958,58.44282085
18,1958,284.797793945
19,1958,341.979858887
20,1958,29.518958594
17,1959,129.566906396
18,1959,518.24474248
19,1959,347.931058301
20,1959,199.22747876
17,1960,86.097690625
18,1960,513.964740869
19,1960,326.925300977
20,1960,243.071534424
17,1961,187.405658691
18,1961,572.072204297
19,1961,368.83695166
20,1961,366.89781792
18,1962,12.291598486
20,1962,3.542958936
17,1963,214.941263721
18,1963,171.491935059
19,1963,268.707678906
20,1963,327.10807627
21,1963,113.235331738
21,1964,204.446115332
21,1965,82.828573535
15,1966,242.454424756
16,1966,0.171016211
21,1966,279.683500146
15,1967,242.580168066
16,1967,14.671648584
10,1968,1338.376693994
15,1968,44.486637646
16,1968,0.684691455
10,1969,3039.332794141
15,1969,1057.837734619
16,1969,583.809397021
10,1970,3988.772629736
15,1970,50.764367041
16,1970,380.232736279
10,1971,3756.992283887
15,1971,17.865320947
16,1971,496.463241162
10,1972,4156.921938184
15,1972,12.819027344
16,1972,74.785629736
10,1973,4156.921938135
15,1973,99.97463457
16,1973,62.019039941
10,1974,3827.794776367
15,1974,4.054074268
16,1974,68.927048682
15,1975,29.477651465
16,1975,85.27997251
17,1984,170.872051123
18,1984,32.437302295
19,1984,113.046912158
20,1984,27.751619043
17,1985,30.897499414
18,1985,128.569266406
19,1985,213.346413135
20,1985,6.270250049
17,1986,159.556630859
18,1986,632.264371631
19,1986,585.821113916
20,1986,169.358291602
17,1987,38.72956582
18,1987,453.281346875
19,1987,99.270249854
20,1987,521.359597217
17,1988,592.541726025
18,1988,338.358112842
19,1988,204.440444092
20,1988,90.294507422
17,1989,446.214791016
18,1989,706.926535107
19,1989,322.23012832
20,1989,295.628767969
17,1990,208.733849414
18,1990,294.075342822
19,1990,5.640380713
20,1990,128.136196289
21,1991,623.605741553
21,1992,110.13220332
21,1993,228.348487305
15,1994,834.904799121
16,1994,2.329283203
21,1994,5.704548438
15,1995,83.328481689
16,1995,11.276279297
10,1996,4156.921938184
15,1996,225.815333594
16,1996,178.361064404
10,1997,4156.921938135
15,1997,241.716685303
16,1997,196.859809424
10,1998,3195.241598779
15,1998,253.444180713
16,1998,458.108343115
10,1999,4156.921938135
15,1999,21.558109326
16,1999,503.679980713
10,2000,4156.921938135
15,2000,11.397386182
16,2000,58.322654004
10,2001,4156.921938184
15,2001,2.999999805
16,2001,8.229234082
10,2002,966.665167773
15,2002,76.879486279
16,2002,66.718583447
15,2003,3.65625
16,2003,31.002809668
17,2012,198.11724873
18,2012,180.232329443
19,2012,100.749091895
20,2012,35.880862842
17,2013,446.597396875
18,2013,481.803008984
19,2013,473.526779688
20,2013,112.465439209
17,2014,240.128378613
18,2014,456.17237373
19,2014,218.531360059
20,2014,216.217044678
17,2015,568.91838042
18,2015,419.810841211
19,2015,170.865331787
20,2015,102.607293701
17,2016,71.513658008
18,2016,219.346179004
19,2016,121.521539746
20,2016,229.710348193
17,2017,88.833112451
18,2017,486.848767969
19,2017,123.902636182
20,2017,32.932922314
17,2018,470.537852734
18,2018,132.264154492
19,2018,121.586423535
20,2018,96.177403613
21,2018,80.487085449
21,2019,94.099597363
21,2020,266.793150684
21,2021,277.750954346
15,2022,172.576389258
16,2022,268.102365186
10,2023,3697.625826074
15,2023,28.140126074
16,2023,1.802612305
10,2024,3547.807840967
15,2024,356.694363818
16,2024,368.214676709
10,2025,2970.891026074
15,2025,143.205468701
16,2025,613.547030273
10,2026,2827.406155615
15,2026,54.549106445
16,2026,453.678168604
10,2027,4156.921938184
15,2027,60.688213477
16,2027,165.637357764
10,2028,4156.921938184
15,2028,53.956699609
16,2028,5.296032031
10,2029,4156.347781348
15,2029,91.310785938
16,2029,84.756499609
15,2030,15.325072461
16,2030,339.424891309
15,2031,333.983469189
16,2031,2.327005176
19,2039,23.484791504
20,2039,6.599768896
17,2040,155.892629102
18,2040,386.183234717
19,2040,171.807595264
20,2040,47.881944922
17,2041,283.948766602
18,2041,603.111785938
19,2041,52.487512842
20,2041,18.819594336
17,2042,159.529733154
18,2042,391.107165625
19,2042,37.001931934
20,2042,13.571900439
17,2043,249.496749023
18,2043,212.9638229
19,2043,188.215717871
20,2043,74.980504834
17,2044,101.892950781
18,2044,241.308699805
19,2044,283.421398633
20,2044,146.052300195
17,2045,394.130609912
18,2045,509.193593066
19,2045,126.076842871
20,2045,113.415006836
21,2046,122.161839844
21,2047,147.999173535
21,2048,226.879603955
21,2049,68.742279834
10,2050,461.315453369
15,2050,380.836911816
16,2050,32.359345557
10,2051,4017.176611475
15,2051,24.0552604
16,2051,7.34467832
10,2052,3505.754462402
15,2052,437.432630469
16,2052,358.162758398
10,2053,2392.040327881
15,2053,119.501074609
16,2053,657.22458833
10,2054,4156.921938184
15,2054,67.176043262
16,2054,460.678538184
10,2055,4156.921938135
15,2055,20.132958545
16,2055,218.086278174
10,2056,4156.921938135
15,2056,44.006714063
16,2056,0.640380908
10,2057,1030.147185596
15,2057,626.415696484
16,2057,60.101971338
15,2058,87.729023242
16,2058,27.597879346
17,2067,22.620477051
18,2067,29.24578418
19,2067,305.829505225
20,2067,10.369361768
17,2068,180.112570996
18,2068,718.641574023
19,2068,371.586906592
20,2068,256.851774219
17,2069,117.362300098
18,2069,643.171212891
19,2069,148.011556836
20,2069,58.813914063
17,2070,424.738905371
18,2070,732.31125415
19,2070,135.684273584
20,2070,234.772781006
17,2071,10.232508545
18,2071,54.488844824
19,2071,108.956255371
20,2071,78.632016455
17,2072,184.027342432
18,2072,443.145339551
19,2072,539.486666797
20,2072,200.690955371
17,2073,121.298505225
18,2073,209.282820996
19,2073,7.357361426
20,2073,71.008515869
21,2073,65.0443229
21,2074,175.083705273
21,2075,87.759238477
21,2076,49.047354248
21,2077,86.719239893
10,2078,4156.837218799
15,2078,550.718231445
16,2078,98.316179883
10,2079,4156.921938184
15,2079,131.168659326
16,2079,249.361841992
10,2080,4156.921938086
15,2080,584.861567871
16,2080,277.457015283
10,2081,3646.430951709
15,2081,125.235588672
16,2081,694.161796436
10,2082,4156.921938086
15,2082,157.290952637
16,2082,259.475512354
10,2083,4156.921938184
15,2083,97.257005127
16,2083,119.590791797
10,2084,3530.129973877
15,2084,19.066549902
16,2084,11.235717578
15,2085,4.7705e-05
17,2095,36.702255566
18,2095,234.43193877
19,2095,160.911381885
20,2095,42.63374375
17,2096,72.298587891
18,2096,200.217440039
19,2096,50.732998682
20,2096,3.893008594
17,2097,70.525364209
18,2097,657.482005713
19,2097,317.887560742
20,2097,228.405556396
17,2098,640.732723145
18,2098,319.185898877
19,2098,374.781889844
20,2098,449.015738184
17,2099,174.427393457
18,2099,291.512944434
19,2099,270.859305176
20,2099,146.479224072
17,2100,139.504112158
18,2100,300.866477783
19,2100,197.167041357
20,2100,221.270987012
17,2101,227.037837598
18,2101,22.995991699
19,2101,0.999999902
21,2101,152.65206123
21,2102,92.503230322
21,2103,601.416157568
21,2104,114.271387988
10,2105,866.436740479
21,2105,51.267032813
10,2106,4156.921938184
15,2106,50.652039111
16,2106,32.649057275
10,2107,2918.168632471
15,2107,139.014089111
16,2107,64.334861182
10,2108,3947.737223438
15,2108,170.269444775
16,2108,761.048130957
10,2109,2376.991882568
15,2109,62.184654053
16,2109,108.968157227
10,2110,4156.921938184
15,2110,107.612677686
16,2110,281.338075195
10,2111,4156.649345117
15,2111,50.410470947
16,2111,101.180936084
10,2112,0.191091748
15,2112,13.443626416
15,2113,52.430234912
19,2122,58.850743848
20,2122,1.640380811
17,2123,76.572572217
18,2123,370.472209375
19,2123,179.583184277
20,2123,24.815338916
17,2124,58.988897217
18,2124,366.811111816
19,2124,283.446278906
20,2124,1642.114240039
17,2125,211.191874561
18,2125,514.0927375
19,2125,235.018363721
20,2125,302.986056689
17,2126,360.248228564
18,2126,97.954466406
19,2126,433.471403516
20,2126,313.032943213
17,2127,30.384046631
18,2127,115.7161375
19,2127,232.572539941
20,2127,99.663295947
17,2128,407.097416943
18,2128,300.764052344
19,2128,275.446015479
20,2128,70.700953564
21,2128,73.225472363
17,2129,209.375788477
18,2129,60.034824609
19,2129,57.112589697
21,2129,197.809433154
21,2130,261.35705293
21,2131,7.236237939
21,2132,57.939827393
10,2133,4156.921938184
15,2133,109.090791309
16,2133,231.089579248
21,2133,114.512814063
10,2134,3648.062602637
15,2134,339.255295752
16,2134,180.144747803
21,2134,19.442382666
