id,cost,status,xloc,yloc
360,103923.0484546,0,1110622.99,-4538512.631
361,103923.0484558,0,1122622.99,-4538512.631
362,207846.0969067,0,1134622.99,-4538512.631
363,138564.0646045,0,1146622.99,-4538512.631
364,103923.0484546,0,1158622.99,-4538512.631
365,36818.1058213,0,1170622.99,-4538512.631
382,13400.7087988,0,1374622.99,-4538512.631
385,22929.027998,0,1080622.99,-4541976.73261
386,103923.0484558,0,1092622.99,-4541976.73261
387,207846.0969067,0,1104622.99,-4541976.73261
388,138564.0646061,0,1116622.99,-4541976.73261
389,103923.0484534,0,1128622.99,-4541976.73261
390,103923.0484534,0,1140622.99,-4541976.73261
391,103923.048457,0,1152622.99,-4541976.73261
392,207846.0969043,0,1164622.99,-4541976.73261
393,95272.9472876,0,1176622.99,-4541976.73261
407,15719.6840967,0,1344622.99,-4541976.73261
409,22810.9727627,0,1368622.99,-4541976.73261
410,2527.6618823,0,1380622.99,-4541976.73261
413,154212.6173486,0,1086622.99,-4545440.83423
414,207846.0969092,0,1098622.99,-4545440.83423
415,207846.0969116,0,1110622.99,-4545440.83423
416,207846.0969092,0,1122622.99,-4545440.83423
417,415692.1938184,0,1134622.99,-4545440.83423
418,207846.0969092,2,1146622.99,-4545440.83423
419,207846.0969067,0,1158622.99,-4545440.83423
420,207846.0969067,0,1170622.99,-4545440.83423
421,9418.1276807,0,1182622.99,-4545440.83423
434,7443.5094019,0,1338622.99,-4545440.83423
437,382046.165293,0,1374622.99,-4545440.83423
441,103923.0484558,0,1092622.99,-4548904.93584
442,207846.0969067,0,1104622.99,-4548904.93584
443,138564.0646061,0,1116622.99,-4548904.93584
444,103923.0484534,0,1128622.99,-4548904.93584
445,103923.0484534,0,1140622.99,-4548904.93584
446,103923.0484546,0,1152622.99,-4548904.93584
447,207846.0969165,0,1164622.99,-4548904.93584
448,137632.4581494,0,1176622.99,-4548904.93584
449,9998.4045605,0,1188622.99,-4548904.93584
462,125203.1635181,0,1344622.99,-4548904.93584
464,82198.6704578,0,1368622.99,-4548904.93584
465,77715.0079651,0,1380622.99,-4548904.93584
468,142206.1246582,0,1086622.99,-4552369.03746
469,103923.0484534,0,1098622.99,-4552369.03746
470,103923.0484509,0,1110622.99,-4552369.03746
471,103923.0484546,0,1122622.99,-4552369.03746
472,207846.0969092,0,1134622.99,-4552369.03746
473,138564.0646061,0,1146622.99,-4552369.03746
474,103923.0484521,0,1158622.99,-4552369.03746
475,103923.0484558,0,1170622.99,-4552369.03746
476,88130.0504431,0,1182622.99,-4552369.03746
477,10364.6144629,0,1194622.99,-4552369.03746
487,648.6338477,0,1314622.99,-4552369.03746
489,73674.2414512,0,1338622.99,-4552369.03746
490,120443.1034521,0,1350622.99,-4552369.03746
491,89340.8284253,0,1362622.99,-4552369.03746
492,207846.0969141,0,1374622.99,-4552369.03746
493,186057.2730078,0,1386622.99,-4552369.03746
496,207846.0969067,0,1092622.99,-4555833.13907
497,415692.1938232,0,1104622.99,-4555833.13907
498,207846.0969067,0,1116622.99,-4555833.13907
499,207846.0969067,0,1128622.99,-4555833.13907
500,207846.0969092,0,1140622.99,-4555833.13907
501,207846.0969067,0,1152622.99,-4555833.13907
502,415692.1938184,0,1164622.99,-4555833.13907
503,207846.0969067,0,1176622.99,-4555833.13907
504,200660.2501367,0,1188622.99,-4555833.13907
505,10543.6154574,0,1200622.99,-4555833.13907
512,75679.805166,0,1284622.99,-4555833.13907
513,20.2920752,0,1296622.99,-4555833.13907
514,74715.2429199,0,1308622.99,-4555833.13907
516,193622.70271,0,1332622.99,-4555833.13907
517,415692.1938232,0,1344622.99,-4555833.13907
518,145988.357478,0,1356622.99,-4555833.13907
519,207846.0969092,0,1368622.99,-4555833.13907
520,207846.0969092,0,1380622.99,-4555833.13907
521,39056.196355,0,1392622.99,-4555833.13907
523,72318.6807507,0,1086622.99,-4559297.24069
524,103923.0484546,0,1098622.99,-4559297.24069
525,207846.0969092,2,1110622.99,-4559297.24069
526,207846.0969092,0,1122622.99,-4559297.24069
527,207846.0969067,0,1134622.99,-4559297.24069
528,103923.0484558,0,1146622.99,-4559297.24069
529,103923.0484558,2,1158622.99,-4559297.24069
530,103923.0484521,0,1170622.99,-4559297.24069
531,103923.0484546,0,1182622.99,-4559297.24069
532,206710.9219604,0,1194622.99,-4559297.24069
533,14871.6580176,0,1206622.99,-4559297.24069
538,862.1711377,0,1266622.99,-4559297.24069
539,35606.7768441,0,1278622.99,-4559297.24069
540,63589.6641235,0,1290622.99,-4559297.24069
541,50045.9445508,0,1302622.99,-4559297.24069
542,152637.8568359,0,1314622.99,-4559297.24069
543,25776.6000651,0,1326622.99,-4559297.24069
544,138564.0646045,0,1338622.99,-4559297.24069
545,103923.0484534,0,1350622.99,-4559297.24069
546,103923.0484546,0,1362622.99,-4559297.24069
547,207846.0969043,0,1374622.99,-4559297.24069
548,103923.0484558,0,1386622.99,-4559297.24069
551,138564.0646045,0,1092622.99,-4562761.3423
552,207846.0969043,0,1104622.99,-4562761.3423
553,415692.1938086,0,1116622.99,-4562761.3423
554,103923.0484534,0,1128622.99,-4562761.3423
555,103923.0484521,0,1140622.99,-4562761.3423
556,138564.0646029,0,1152622.99,-4562761.3423
557,207846.0969043,0,1164622.99,-4562761.3423
558,138564.0646012,0,1176622.99,-4562761.3423
559,103923.0484534,0,1188622.99,-4562761.3423
560,80285.1635088,0,1200622.99,-4562761.3423
561,6834.6795898,0,1212622.99,-4562761.3423
565,45822.3400366,0,1260622.99,-4562761.3423
566,115239.2643376,0,1272622.99,-4562761.3423
567,207846.0969116,0,1284622.99,-4562761.3423
568,113883.6024935,0,1296622.99,-4562761.3423
569,103923.0484558,0,1308622.99,-4562761.3423
570,98690.4884351,0,1320622.99,-4562761.3423
571,207846.0969092,0,1332622.99,-4562761.3423
572,207846.0969116,0,1344622.99,-4562761.3423
573,138564.0646061,0,1356622.99,-4562761.3423
574,103923.0484558,0,1368622.99,-4562761.3423
575,103923.0484546,0,1380622.99,-4562761.3423
576,109486.7367399,2,1392622.99,-4562761.3423
578,114633.1023096,0,1086622.99,-4566225.44392
579,207846.0969067,0,1098622.99,-4566225.44392
580,415692.1938184,0,1110622.99,-4566225.44392
581,415692.1938135,0,1122622.99,-4566225.44392
582,415692.1938184,0,1134622.99,-4566225.44392
583,207846.0969067,0,1146622.99,-4566225.44392
584,207846.0969092,0,1158622.99,-4566225.44392
585,207846.0969092,0,1170622.99,-4566225.44392
586,207846.0969092,0,1182622.99,-4566225.44392
587,415692.1938184,0,1194622.99,-4566225.44392
588,199336.9502905,0,1206622.99,-4566225.44392
589,37367.5866431,0,1218622.99,-4566225.44392
591,50983.6393213,0,1242622.99,-4566225.44392
592,194248.0651563,0,1254622.99,-4566225.44392
593,81095.7567171,0,1266622.99,-4566225.44392
594,207846.0969092,0,1278622.99,-4566225.44392
595,207846.0969092,0,1290622.99,-4566225.44392
596,207846.0969067,0,1302622.99,-4566225.44392
597,415692.1938184,0,1314622.99,-4566225.44392
598,207846.0969116,0,1326622.99,-4566225.44392
599,207846.0969092,0,1338622.99,-4566225.44392
600,207846.0969092,0,1350622.99,-4566225.44392
601,207846.0969116,0,1362622.99,-4566225.44392
602,415692.1938184,0,1374622.99,-4566225.44392
603,207846.0969116,0,1386622.99,-4566225.44392
604,53903.037832,0,1398622.99,-4566225.44392
606,103923.0484546,0,1092622.99,-4569689.54553
607,415692.1938232,0,1104622.99,-4569689.54553
608,207846.0969141,0,1116622.99,-4569689.54553
609,103923.0484546,0,1128622.99,-4569689.54553
610,103923.0484558,0,1140622.99,-4569689.54553
611,138564.0646045,2,1152622.99,-4569689.54553
612,207846.0969116,0,1164622.99,-4569689.54553
613,103923.0484546,0,1176622.99,-4569689.54553
614,103923.0484546,0,1188622.99,-4569689.54553
615,103923.0484546,0,1200622.99,-4569689.54553
616,97121.5872839,0,1212622.99,-4569689.54553
617,122466.4288135,0,1224622.99,-4569689.54553
618,37775.5508899,0,1236622.99,-4569689.54553
619,45771.9228394,0,1248622.99,-4569689.54553
620,103923.0484534,0,1260622.99,-4569689.54553
621,103923.0484534,0,1272622.99,-4569689.54553
622,207846.0969067,0,1284622.99,-4569689.54553
623,103923.0484546,0,1296622.99,-4569689.54553
624,103923.0484534,0,1308622.99,-4569689.54553
625,103923.0484534,0,1320622.99,-4569689.54553
626,103923.0484521,0,1332622.99,-4569689.54553
627,207846.0969092,0,1344622.99,-4569689.54553
628,103923.0484521,0,1356622.99,-4569689.54553
629,103923.0484546,0,1368622.99,-4569689.54553
630,103923.0484558,0,1380622.99,-4569689.54553
631,103923.048457,2,1392622.99,-4569689.54553
633,21198.1737663,0,1086622.99,-4573153.64715
634,138564.0646077,0,1098622.99,-4573153.64715
635,415692.1938135,0,1110622.99,-4573153.64715
636,207846.0969092,0,1122622.99,-4573153.64715
637,207846.0969067,0,1134622.99,-4573153.64715
638,207846.0969067,2,1146622.99,-4573153.64715
639,103923.0484534,0,1158622.99,-4573153.64715
640,103923.0484534,0,1170622.99,-4573153.64715
641,138564.0646094,0,1182622.99,-4573153.64715
642,207846.0969067,0,1194622.99,-4573153.64715
643,138564.0646012,0,1206622.99,-4573153.64715
644,103923.0484521,0,1218622.99,-4573153.64715
645,175998.304585,0,1230622.99,-4573153.64715
646,132199.32507,0,1242622.99,-4573153.64715
647,207846.0969067,0,1254622.99,-4573153.64715
648,82182.4484707,0,1266622.99,-4573153.64715
649,103923.0484546,0,1278622.99,-4573153.64715
650,103923.0484534,0,1290622.99,-4573153.64715
651,138564.0646094,0,1302622.99,-4573153.64715
652,207846.0969067,0,1314622.99,-4573153.64715
653,138564.0646045,0,1326622.99,-4573153.64715
654,103923.0484546,0,1338622.99,-4573153.64715
655,103923.0484521,0,1350622.99,-4573153.64715
656,138564.0646061,0,1362622.99,-4573153.64715
657,207846.0969092,0,1374622.99,-4573153.64715
658,138564.0646029,0,1386622.99,-4573153.64715
659,59509.5572681,0,1398622.99,-4573153.64715
661,110568.3671126,0,1092622.99,-4576617.74876
662,415692.1938184,0,1104622.99,-4576617.74876
663,138564.0646045,0,1116622.99,-4576617.74876
664,103923.0484534,0,1128622.99,-4576617.74876
665,207846.0969092,0,1140622.99,-4576617.74876
666,207846.0969092,0,1152622.99,-4576617.74876
667,207846.0969116,0,1164622.99,-4576617.74876
668,138564.0646045,0,1176622.99,-4576617.74876
669,103923.0484534,0,1188622.99,-4576617.74876
670,103923.0484546,0,1200622.99,-4576617.74876
671,138564.0646061,0,1212622.99,-4576617.74876
672,207846.0969116,0,1224622.99,-4576617.74876
673,138564.0646077,0,1236622.99,-4576617.74876
674,103923.0484546,0,1248622.99,-4576617.74876
675,103923.0484534,0,1260622.99,-4576617.74876
676,138564.0646045,0,1272622.99,-4576617.74876
677,207846.0969067,0,1284622.99,-4576617.74876
678,138564.0646029,0,1296622.99,-4576617.74876
679,103923.0484546,0,1308622.99,-4576617.74876
680,103923.0484521,0,1320622.99,-4576617.74876
681,138564.0646029,0,1332622.99,-4576617.74876
682,207846.0969092,0,1344622.99,-4576617.74876
683,138564.0646061,0,1356622.99,-4576617.74876
684,103923.0484546,0,1368622.99,-4576617.74876
685,103923.0484546,0,1380622.99,-4576617.74876
686,120423.2459424,0,1392622.99,-4576617.74876
688,6662.1847803,0,1086622.99,-4580081.85038
689,138564.0646061,0,1098622.99,-4580081.85038
690,207846.0969116,0,1110622.99,-4580081.85038
691,103923.0484558,0,1122622.99,-4580081.85038
692,207846.0969092,0,1134622.99,-4580081.85038
693,207846.0969116,2,1146622.99,-4580081.85038
694,103923.0484546,0,1158622.99,-4580081.85038
695,103923.0484558,0,1170622.99,-4580081.85038
696,103923.0484558,0,1182622.99,-4580081.85038
697,207846.0969092,0,1194622.99,-4580081.85038
698,103923.048457,0,1206622.99,-4580081.85038
699,103923.0484534,0,1218622.99,-4580081.85038
700,103923.0484558,0,1230622.99,-4580081.85038
701,103923.0484558,0,1242622.99,-4580081.85038
702,207846.0969092,0,1254622.99,-4580081.85038
703,103923.048457,0,1266622.99,-4580081.85038
704,103923.0484546,0,1278622.99,-4580081.85038
705,103923.0484534,0,1290622.99,-4580081.85038
706,103923.048457,0,1302622.99,-4580081.85038
707,207846.0969043,0,1314622.99,-4580081.85038
708,103923.0484558,0,1326622.99,-4580081.85038
709,103923.0484534,0,1338622.99,-4580081.85038
710,103923.0484534,0,1350622.99,-4580081.85038
711,103923.0484558,0,1362622.99,-4580081.85038
712,207846.0969092,0,1374622.99,-4580081.85038
713,103923.0484534,0,1386622.99,-4580081.85038
716,182978.5292798,0,1092622.99,-4583545.95199
717,415692.1938184,0,1104622.99,-4583545.95199
718,207846.0969067,0,1116622.99,-4583545.95199
719,207846.0969092,0,1128622.99,-4583545.95199
720,415692.1938184,0,1140622.99,-4583545.95199
721,207846.0969092,0,1152622.99,-4583545.95199
722,415692.1938184,0,1164622.99,-4583545.95199
723,207846.0969067,0,1176622.99,-4583545.95199
724,207846.0969092,0,1188622.99,-4583545.95199
725,207846.0969092,0,1200622.99,-4583545.95199
726,207846.0969067,0,1212622.99,-4583545.95199
727,415692.1938184,0,1224622.99,-4583545.95199
728,207846.0969092,0,1236622.99,-4583545.95199
729,207846.0969092,0,1248622.99,-4583545.95199
730,207846.0969092,0,1260622.99,-4583545.95199
731,207846.0969067,0,1272622.99,-4583545.95199
732,415692.1938184,0,1284622.99,-4583545.95199
733,207846.0969067,0,1296622.99,-4583545.95199
734,207846.0969092,0,1308622.99,-4583545.95199
735,207846.0969067,0,1320622.99,-4583545.95199
736,207846.0969067,0,1332622.99,-4583545.95199
737,415692.1938184,0,1344622.99,-4583545.95199
738,207846.0969092,0,1356622.99,-4583545.95199
739,207846.0969067,0,1368622.99,-4583545.95199
740,207846.0969092,0,1380622.99,-4583545.95199
741,96178.1666089,0,1392622.99,-4583545.95199
743,390.6073486,0,1086622.99,-4587010.05361
744,138564.0646077,0,1098622.99,-4587010.05361
745,138564.0646061,0,1110622.99,-4587010.05361
746,138564.0646012,0,1122622.99,-4587010.05361
747,207846.0969067,0,1134622.99,-4587010.05361
748,207846.0969092,0,1146622.99,-4587010.05361
749,103923.0484521,0,1158622.99,-4587010.05361
750,103923.0484534,0,1170622.99,-4587010.05361
751,138564.0646045,0,1182622.99,-4587010.05361
752,207846.0969043,0,1194622.99,-4587010.05361
753,138564.0646045,0,1206622.99,-4587010.05361
754,103923.0484534,0,1218622.99,-4587010.05361
755,103923.0484534,0,1230622.99,-4587010.05361
756,138564.0646061,0,1242622.99,-4587010.05361
757,207846.0969043,0,1254622.99,-4587010.05361
758,138564.0646061,0,1266622.99,-4587010.05361
759,103923.0484534,0,1278622.99,-4587010.05361
760,103923.0484521,0,1290622.99,-4587010.05361
761,138564.0646045,0,1302622.99,-4587010.05361
762,207846.0969067,0,1314622.99,-4587010.05361
763,138564.0646029,0,1326622.99,-4587010.05361
764,103923.0484534,0,1338622.99,-4587010.05361
765,103923.0484521,0,1350622.99,-4587010.05361
766,138564.0646077,2,1362622.99,-4587010.05361
767,207846.0969067,0,1374622.99,-4587010.05361
768,138564.0646045,0,1386622.99,-4587010.05361
771,103777.9061035,0,1092622.99,-4590474.15522
772,415692.1938135,0,1104622.99,-4590474.15522
773,103923.0484583,0,1116622.99,-4590474.15522
774,103923.0484521,0,1128622.99,-4590474.15522
775,207846.0969067,0,1140622.99,-4590474.15522
776,138564.0646077,0,1152622.99,-4590474.15522
777,207846.0969043,0,1164622.99,-4590474.15522
778,103923.0484534,0,1176622.99,-4590474.15522
779,103923.0484558,0,1188622.99,-4590474.15522
780,103923.0484546,0,1200622.99,-4590474.15522
781,103923.0484546,0,1212622.99,-4590474.15522
782,207846.0969092,0,1224622.99,-4590474.15522
783,103923.0484509,0,1236622.99,-4590474.15522
784,103923.0484546,0,1248622.99,-4590474.15522
785,103923.0484546,0,1260622.99,-4590474.15522
786,103923.0484558,0,1272622.99,-4590474.15522
787,207846.0969092,0,1284622.99,-4590474.15522
788,103923.0484509,0,1296622.99,-4590474.15522
789,103923.0484546,0,1308622.99,-4590474.15522
790,103923.048457,0,1320622.99,-4590474.15522
791,103923.0484546,0,1332622.99,-4590474.15522
792,207846.0969043,0,1344622.99,-4590474.15522
793,103923.0484534,0,1356622.99,-4590474.15522
794,103923.0484534,2,1368622.99,-4590474.15522
795,103923.0484546,0,1380622.99,-4590474.15522
796,22264.7528115,0,1392622.99,-4590474.15522
799,207846.0969092,0,1098622.99,-4593938.25684
800,207846.0969067,0,1110622.99,-4593938.25684
801,207846.0969067,0,1122622.99,-4593938.25684
802,415692.1938184,0,1134622.99,-4593938.25684
803,207846.0969092,0,1146622.99,-4593938.25684
804,207846.0969067,0,1158622.99,-4593938.25684
805,207846.0969067,0,1170622.99,-4593938.25684
806,207846.0969067,0,1182622.99,-4593938.25684
807,415692.1938184,0,1194622.99,-4593938.25684
808,207846.0969067,0,1206622.99,-4593938.25684
809,207846.0969092,0,1218622.99,-4593938.25684
810,207846.0969092,0,1230622.99,-4593938.25684
811,207846.0969092,0,1242622.99,-4593938.25684
812,415692.1938135,0,1254622.99,-4593938.25684
813,207846.0969067,0,1266622.99,-4593938.25684
814,207846.0969092,0,1278622.99,-4593938.25684
815,207846.0969067,0,1290622.99,-4593938.25684
816,207846.0969067,0,1302622.99,-4593938.25684
817,415692.1938184,0,1314622.99,-4593938.25684
818,207846.0969116,2,1326622.99,-4593938.25684
819,207846.0969067,0,1338622.99,-4593938.25684
820,207846.0969067,0,1350622.99,-4593938.25684
821,207846.0969067,0,1362622.99,-4593938.25684
822,415692.1938184,0,1374622.99,-4593938.25684
823,207846.0969067,0,1386622.99,-4593938.25684
826,13351.2604541,0,1092622.99,-4597402.35845
827,207846.0969116,0,1104622.99,-4597402.35845
828,138564.0646061,0,1116622.99,-4597402.35845
829,138564.0646061,0,1128622.99,-4597402.35845
830,207846.0969067,0,1140622.99,-4597402.35845
831,207846.0969092,0,1152622.99,-4597402.35845
832,207846.0969116,0,1164622.99,-4597402.35845
833,138564.0646045,0,1176622.99,-4597402.35845
834,103923.0484546,0,1188622.99,-4597402.35845
835,103923.0484546,0,1200622.99,-4597402.35845
836,138564.0646077,0,1212622.99,-4597402.35845
837,207846.0969067,0,1224622.99,-4597402.35845
838,138564.0646029,0,1236622.99,-4597402.35845
839,103923.0484546,0,1248622.99,-4597402.35845
840,103923.0484534,0,1260622.99,-4597402.35845
841,138564.0646061,0,1272622.99,-4597402.35845
842,207846.0969067,0,1284622.99,-4597402.35845
843,138564.0646061,0,1296622.99,-4597402.35845
844,103923.0484546,0,1308622.99,-4597402.35845
845,103923.0484534,0,1320622.99,-4597402.35845
846,138564.0646012,2,1332622.99,-4597402.35845
847,207846.0969067,0,1344622.99,-4597402.35845
848,138564.0646061,0,1356622.99,-4597402.35845
849,138564.0646029,0,1368622.99,-4597402.35845
850,103923.048457,0,1380622.99,-4597402.35845
851,42443.9336719,0,1392622.99,-4597402.35845
854,72071.5643518,0,1098622.99,-4600866.46007
855,103923.0484546,0,1110622.99,-4600866.46007
856,103923.0484509,0,1122622.99,-4600866.46007
857,207846.0969067,0,1134622.99,-4600866.46007
858,207846.0969019,0,1146622.99,-4600866.46007
859,103923.0484534,0,1158622.99,-4600866.46007
860,103923.0484534,0,1170622.99,-4600866.46007
861,103923.0484558,0,1182622.99,-4600866.46007
862,207846.0969043,0,1194622.99,-4600866.46007
863,103923.0484558,0,1206622.99,-4600866.46007
864,103923.0484534,0,1218622.99,-4600866.46007
865,103923.0484558,0,1230622.99,-4600866.46007
866,103923.048457,0,1242622.99,-4600866.46007
867,207846.0969092,2,1254622.99,-4600866.46007
868,103923.048457,0,1266622.99,-4600866.46007
869,103923.0484558,0,1278622.99,-4600866.46007
870,103923.0484534,0,1290622.99,-4600866.46007
871,103923.0484521,0,1302622.99,-4600866.46007
872,207846.0969092,0,1314622.99,-4600866.46007
873,103923.0484534,0,1326622.99,-4600866.46007
874,103923.0484534,0,1338622.99,-4600866.46007
875,103923.0484509,2,1350622.99,-4600866.46007
876,138564.0646061,0,1362622.99,-4600866.46007
877,207846.0969092,0,1374622.99,-4600866.46007
878,103923.0484534,2,1386622.99,-4600866.46007
879,13113.6744141,0,1398622.99,-4600866.46007
882,415692.1938184,0,1104622.99,-4604330.56168
883,207846.0969141,0,1116622.99,-4604330.56168
884,415692.1938184,0,1128622.99,-4604330.56168
885,415692.1938135,0,1140622.99,-4604330.56168
886,415692.1938232,0,1152622.99,-4604330.56168
887,415692.1938232,0,1164622.99,-4604330.56168
888,207846.0969092,0,1176622.99,-4604330.56168
889,207846.0969116,0,1188622.99,-4604330.56168
890,207846.0969116,0,1200622.99,-4604330.56168
891,207846.0969092,0,1212622.99,-4604330.56168
892,415692.1938184,0,1224622.99,-4604330.56168
893,207846.0969067,0,1236622.99,-4604330.56168
894,207846.0969067,0,1248622.99,-4604330.56168
895,207846.0969067,0,1260622.99,-4604330.56168
896,207846.0969092,0,1272622.99,-4604330.56168
897,415692.1938086,0,1284622.99,-4604330.56168
898,207846.0969116,0,1296622.99,-4604330.56168
899,207846.0969067,0,1308622.99,-4604330.56168
900,207846.0969067,0,1320622.99,-4604330.56168
901,207846.0969067,0,1332622.99,-4604330.56168
902,415692.1938135,0,1344622.99,-4604330.56168
903,207846.0969092,2,1356622.99,-4604330.56168
904,207846.0969092,0,1368622.99,-4604330.56168
905,207846.0969092,0,1380622.99,-4604330.56168
906,99154.6561719,0,1392622.99,-4604330.56168
909,43107.7025037,0,1098622.99,-4607794.6633
910,103923.0484558,0,1110622.99,-4607794.6633
911,138564.0646029,0,1122622.99,-4607794.6633
912,207846.0969092,0,1134622.99,-4607794.6633
913,207846.0969067,0,1146622.99,-4607794.6633
914,138564.0646077,0,1158622.99,-4607794.6633
915,138564.0646029,0,1170622.99,-4607794.6633
916,103923.048457,0,1182622.99,-4607794.6633
917,207846.0969067,0,1194622.99,-4607794.6633
918,138564.0646094,0,1206622.99,-4607794.6633
919,103923.0484534,0,1218622.99,-4607794.6633
920,103923.0484558,0,1230622.99,-4607794.6633
921,103923.0484558,0,1242622.99,-4607794.6633
922,207846.0969092,0,1254622.99,-4607794.6633
923,138564.0646029,0,1266622.99,-4607794.6633
924,103923.0484558,0,1278622.99,-4607794.6633
925,103923.0484521,0,1290622.99,-4607794.6633
926,103923.0484558,0,1302622.99,-4607794.6633
927,207846.0969067,0,1314622.99,-4607794.6633
928,138564.0646061,0,1326622.99,-4607794.6633
929,103923.0484534,0,1338622.99,-4607794.6633
930,103923.0484558,0,1350622.99,-4607794.6633
931,103923.0484534,0,1362622.99,-4607794.6633
932,207846.0969092,0,1374622.99,-4607794.6633
933,138564.0646045,0,1386622.99,-4607794.6633
937,207846.0969165,0,1104622.99,-4611258.76491
938,207846.0969092,0,1116622.99,-4611258.76491
939,207846.0969116,0,1128622.99,-4611258.76491
940,207846.0969092,0,1140622.99,-4611258.76491
941,207846.0969067,0,1152622.99,-4611258.76491
942,207846.0969043,0,1164622.99,-4611258.76491
943,138564.0646061,0,1176622.99,-4611258.76491
944,103923.0484534,0,1188622.99,-4611258.76491
945,103923.0484546,0,1200622.99,-4611258.76491
946,103923.0484546,0,1212622.99,-4611258.76491
947,207846.0969141,0,1224622.99,-4611258.76491
948,138564.0646045,0,1236622.99,-4611258.76491
949,103923.0484546,0,1248622.99,-4611258.76491
950,103923.0484534,0,1260622.99,-4611258.76491
951,103923.0484534,0,1272622.99,-4611258.76491
952,207846.0969067,0,1284622.99,-4611258.76491
953,138564.0646061,0,1296622.99,-4611258.76491
954,103923.0484546,0,1308622.99,-4611258.76491
955,103923.0484558,0,1320622.99,-4611258.76491
956,103923.0484546,0,1332622.99,-4611258.76491
957,207846.0969116,0,1344622.99,-4611258.76491
958,138564.0646061,0,1356622.99,-4611258.76491
959,103923.0484534,0,1368622.99,-4611258.76491
960,103923.0484546,0,1380622.99,-4611258.76491
961,27356.583396,0,1392622.99,-4611258.76491
964,61347.5537549,0,1098622.99,-4614722.86653
965,207846.0969067,0,1110622.99,-4614722.86653
966,415692.1938184,0,1122622.99,-4614722.86653
967,415692.1938184,0,1134622.99,-4614722.86653
968,207846.0969141,0,1146622.99,-4614722.86653
969,207846.0969092,0,1158622.99,-4614722.86653
970,415692.1938232,0,1170622.99,-4614722.86653
971,207846.0969067,2,1182622.99,-4614722.86653
972,415692.1938135,0,1194622.99,-4614722.86653
973,207846.0969019,0,1206622.99,-4614722.86653
974,207846.0969067,0,1218622.99,-4614722.86653
975,207846.0969067,0,1230622.99,-4614722.86653
976,207846.0969092,0,1242622.99,-4614722.86653
977,415692.1938184,0,1254622.99,-4614722.86653
978,207846.0969116,0,1266622.99,-4614722.86653
979,207846.0969092,0,1278622.99,-4614722.86653
980,207846.0969092,0,1290622.99,-4614722.86653
981,207846.0969067,0,1302622.99,-4614722.86653
982,415692.1938135,0,1314622.99,-4614722.86653
